raw_name,name,type
그리매,그리매,"해물,생선요리"
모구리,모구리식당,돼지고기구이
본죽엔비빔밥카페 제주강정점,본죽&비빔밥cafe 제주강정점,죽
한솥도시락 제주연동대림점,한솥도시락 제주연동대림점,"도시락,컵밥"
교동짬뽕제주,교동짬뽕 제주본점,중식당
흑돼지패밀리,흑돼지패밀리 남원본점,"육류,고기요리"
달자카페,달자카페,"카페,디저트"
"투썸플레스 제주모슬포점, 코자스파호텔",투썸플레이스 제주모슬포점,카페
만월당,만월당,양식
팔팔돼지,88돼지,돼지고기구이
종달미소,종달미소,"백반,가정식"
일품순두부신시가지점,장가네일품순두부 신시가지점,두부요리
조개구오,조개구오,조개요리
화고보리볏짚초벌구이신시가지,화고 흑돼지 신시가지점,돼지고기구이
조개마당,조개마당,조개요리
칠사돈한담점,,
등대문화센터,,
파스쿠찌제주한라병원점,파스쿠찌 제주한라병원점,카페
빽다방 제주성산일출봉점,빽다방제주성산일출봉점,테이크아웃커피
카페신상,카페 신상,"카페,디저트"
삼다소머리곰탕,소머리곰탕,"곰탕,설렁탕"
제주칼국수장수상회,장수상회,"칼국수,만두"
남문숯불바베큐치킨 삼화점,,
제주소담,제주 소담 펜션,펜션
춘향이네,춘향이네,한식
목포고을본점,목포고을,한식
옛날옛적에,옛날옛적에 꽃술,요리주점
선흘곶,선흘곶,한식
호자(HOJA),스테이 호자,민박
제주김만복함덕점,,
우정회센타2호점,우정회센타 2호점,생선회
연동고수김밥,연동고수김밥,김밥
한라생얼큰이외도점,한라생얼큰이 외도점,야식
현대제과,현대제과,베이커리
미루네닭숯불구이삼화점,미루네닭숯불구이 삼화점,닭갈비
대손관제주청사점,대손관 제주 청사점,돈가스
정주네 식당,정주네식당,한식
옛날깡통,옛날깡통,"육류,고기요리"
탐라는갈비,탐라는 갈비,한식
영건식당,영건식당,한식
빽다방 제주중앙여고점,빽다방 제주중앙여고점,테이크아웃커피
어조횟집,어조횟집 성산일출봉점,생선회
드숑,드숑,"카페,디저트"
남양통,남양통닭,"치킨,닭강정"
두루,한라산둘레길1구간(천아숲길),도보코스
순덕이네왕갈비,순덕이네왕갈비,"육류,고기요리"
비비큐제주시청점,BBQ치킨 제주시청점,"치킨,닭강정"
사계진미숯불닭갈비제원점,사계진미숯불닭갈비 제주제원점,닭갈비
본도시락 제주시청점,본도시락 제주시청점,"도시락,컵밥"
신전떡볶이,신전떡볶이 제주중앙여고점,분식
이가도담해장국,이가도담해장국,해장국
사계흑돼지산방산본점,사계흑돼지 산방산본점,"육류,고기요리"
신비섬,제주신비의섬 성산점,"해물,생선요리"
에이바우트커피 남녕고점,에이바우트커피 남녕고점,카페
모임터,모임터칼국수,"칼국수,만두"
표선어촌식당,표선어촌식당,"해물,생선요리"
비에노즈,비에노즈 풀빌라,펜션
월간맥주 제주노형점,월간맥주 제주노형점,"맥주,호프"
티오,이일티오 카페,"카페,디저트"
주식회사보말,,
스카이마트,스카이마트,"슈퍼,마트"
동진식당공항점,동진식당 공항점,국수
건입동마을협동조합,,
풀입채진고복식당제주공항점,,
풍향가든,풍향가든,돼지고기구이
김밥천국 시청본점,,
미스터빠삭  제주외도점,미스터빠삭 제주외도점,돈가스
앤트러사이트,앤트러사이트,"카페,디저트"
삼춘이야기,삼춘이야기,돼지고기구이
돈파스타정원,돈파스타정원,양식
디오니스토어제주점,디오니스토어 제주점,주류
흑사돈,흑사돈,한식
훈이네해장국,채훈이네 고사리육개장해장국 제주협재점,한식
땡초불닭발동대문엽기떡볶이 제주시청점,,
중문갈치노릇,중문갈치노릇 서귀포중문점,"해물,생선요리"
제주색달식당,색달식당,한식
모이자,모이자 소주호프,"맥주,호프"
제주포차제주의노을,제주의노을 한림협재점,생선회
대자연가든,대자연 가든,한식
한라원,한라원 제주신화월드점,한식
마농오메기통닭마농문어통닭,,
연동계수나무집,연동계수나무집,한식
우원,우원,한식
행복김밥,행복김밥,김밥
형제낙지,형제낙지,낙지요리
죽성고을,죽성고을,한식
불막열삼제주삼화점,불막열삼 제주삼화점,"곱창,막창,양"
마스로,마스로,한식
행복미가,행복미가,한식
굽네치킨화북삼양점,굽네치킨 화북삼양점,"치킨,닭강정"
바로덮밥엔바로파스타서귀포점,바로덮밥&바로파스타,한식
바다를 본 돼지 2호점,바다를본돼지 제주공항점,돼지고기구이
김준호의대단한갈비 제주아라점,김준호의대단한갈비 제주도남점,밀키트
서진이네해장국24시감자탕본점,서진이네해장국24시감자탕 본점,감자탕
모이세해장국조천점,모이세해장국 조천점,한식
벨아벨카페,벨아벨,"카페,디저트"
피자헛서귀포점,피자헛 서귀포점,피자
육십계치킨외도점,60계치킨 제주외도점,"치킨,닭강정"
표선골목집,골목집 갈치와고등어,한식
산지해장국노형직영점,산지해장국 노형직영점,해장국
원조부안집연동점,,
꽃잎대패 제주아라점,꽃잎대패 제주아라일동점,"육류,고기요리"
왕청가,왕청가,한식
에이바우트커피신제주점,에이바우트커피 신제주점,카페
하꼬네,하꼬네,생선회
명태명가,명태명가,한식
김만복고기국수,,
대기정,대기정,한식
크레이지제이제이바,크레이지제이제이,요리주점
나라돈까스,나라돈까스,돈가스
고씨회관,고씨회관,요리주점
물항식당본점,물항식당 탑동점,생선회
김서방재첩해장국,김서방재첩해장국,해장국
서진갈비식당,서진갈비,"육류,고기요리"
갯바위식당,갯바위횟집,생선회
세븐바,7BAR,바(BAR)
던킨 제주신화월드점,던킨 제주신화월드점,도넛
멍 우주,멍우주,"카페,디저트"
강춘식당,장춘식당,한식
은혜성,은혜성,중식당
술고래,술고래,포장마차
꽁순이네,꽁순이네,국수
호미,호미,"카페,디저트"
중문클럽하우스주식회사,,
이인자뼈다귀해장국,이인자뼈다귀해장국,해장국
하소로커피,하소로커피,"카페,디저트"
원조목살집,원조목살집 중문점,돼지고기구이
장위동유성집신제주점,장위동유성집 신제주점,소고기구이
삼성웰스토리 (주)대한항공비행훈련원,,
삼신할망밥상,삼신할망밥상,한식
달떡볶이구제주점,달떡볶이 구제주점,달떡볶이
만복반미,만복반미 노형 본점,"카페,디저트"
우정회센타중문점,우정회센타 중문점,생선회
인쌩맥주제주노형점,인쌩맥주 제주노형점,"맥주,호프"
에이바우트커피인제점,에이바우트커피 인제점,카페
교촌치킨 일도점,교촌치킨 일도점,"치킨,닭강정"
죽마고우,,
대평리마을회명물식당,대평리마을회명물식당,생선회
대돈앤엘리팝,대돈 제주본점,돼지고기구이
연화양꼬치,연화양꼬치,양꼬치
혜민이네양곱창,해민이네 양곱창 서귀포본점,"곱창,막창,양"
포차천국,포차천국 제주시청점,포장마차
홍열이네,홍열이네 시청점,한식
라움이즈,,
한라산마루,한라산마루,소고기구이
흑섬,흑섬,"육류,고기요리"
글램바,글램바,바(BAR)
벌집식당,벌집식당,한식
보영반점,보영,중식당
좀녀마을,좀녀마을 뚝배기,한식
곰막,곰막식당,한식
배스킨라빈스서귀포대정점,배스킨라빈스 서귀포대정점,아이스크림
복댕이,성산흑돼지 복댕이 본점,"육류,고기요리"
아리,아리,일식당
메가엠지씨커피제주동문시장점,,
벌크커피한림점,벌크커피 한림점,테이크아웃커피
수영,플레이판포 판포포구점,수영용품
함덕해물라면오빠네,함덕해물라면오빠ZIP,종합분식
연동탑부평,연동탑부평,돼지고기구이
바당좀녀집,바당좀녀집,한식
밀밭,밀밭,일식당
주식회사 원담,원담,생선회
교래향,교래향 교래본점,향토음식
우도물들이,우도물들이 해녀의집,한식
골막식당,골막식당,국수
쪼끌락,김녕 쪼끌락 카페,"카페,디저트"
털보산해,털보산해횟집,생선회
칠링아웃제주중문점,칠링아웃샵 제주중문점,와인
인천상륙작전,,
제주냉동삼겹살제주산,,
금관,금관,오리요리
아라중화요리,,
리치망고하도리점,리치망고 하도점,카페
주식회사 라플라주,라 플라주,베이커리
홍대개미,홍대개미 제주노형점,덮밥
숯검댕이2호점,숯검댕이,돼지고기구이
후룩,,
흑돈퍼주는집,흑돈퍼주는집,돼지고기구이
주식회사 춘심이네,춘심이네 본점,"해물,생선요리"
올해도풍년,풍년순대국밥,"순대,순댓국"
소섬전복,소섬전복,전복요리
본날,본날,한식
식사준비영어교육도시점,식사준비 영어교육도시점,밀키트
루스트플레이스 인제점,루스트플레이스 인제점,패밀리레스토랑
낭뿌리식당,낭뿌리식당,한식
남원콩나물국밥,탐라칼국수,한식
돈삼겹직영5호점,돈삼겹 직영5호점,돼지고기구이
맨도롱해장국,맨도롱해장국,향토음식
진주식당,진주식당,"해물,생선요리"
제주모다정,제주 모다정,향토음식
하례차이나,하례차이나,중식당
꽃진미,꽃진미,해장국
퍼스트,더퍼스트70 호텔 서귀포,호텔
고기다,고기다 성산흑돼지,돼지고기구이
투썸플레이스 한라대점 (주)알앤에이치,투썸플레이스 제주한라대점,카페
산적대학로점,산적,돼지고기구이
콧수염양꼬치,콧수염양꼬치,양꼬치
비에이치씨치킨노형점,비에이치씨치킨노형점네이버페이,"치킨,닭강정"
주식회사더제이원코리아,더제이원코리아,한식
토대력올레점,토대력 올레점,"오뎅,꼬치"
오늘와인한잔제주시청점,,
외계인방앗간제주,,
봉평메밀촌,봉평메밀촌,막국수
주식회사 브라더들,,
하루방보쌈,하루방보쌈,"족발,보쌈"
메가엠지씨커피제주중앙중점,메가MGC커피 제주중앙중점,카페
오쿠다 공항점,오쿠다 공항점,전복요리
계절식탁시청점,계절식탁시청점,한식
투썸플레이스(주),투썸플레이스 제주애월하귀점,카페
스시도모다찌,스시도모다찌 제주점네이버페이,"초밥,롤"
부가네얼큰이본점,부가네얼큰이 본점,불닭
당당,당당,브런치
신선도,신선도,생선회
소수의견,소수의견 제주혼술바,와인
아우스,아우스,양식
친구테이블,친구테이블,"곱창,막창,양"
고집78,고집 78,한식
제주포레스트주식회사 포메인제주노형점,포메인 제주노형점,베트남음식
웅지,웅지숯불갈비,"육류,고기요리"
제주해조네보말성게전문점,제주해조네보말성게전문점,한식
훈데르트윈즈,훈데르트윈즈,"카페,디저트"
성산진미식당,진미식당 성산일출봉점,한식
보라지붕,보라지붕,"카페,디저트"
더리트리브,더리트리브,카페
푸주옥,푸주옥 노형점,"곰탕,설렁탕"
베이스캠프제원점,베이스캠프 제원점,요리주점
자연스러운식당,자연스러운식당,그리스음식
양철북곱창,,
강정포구횟집,강정포구횟집,생선회
슬슬슬로우,슬슬슬로우,한식
주식회사 더스테이인애월,,
저팔계깡통숯불구이,,
솔솥,솔솥 서귀포점,한식
도도라멘,도도라멘,일본식라면
착한소21,착한소 21,소고기구이
제주김만복본점,제주김만복김밥 본점,분식
땡초김밥싱싱만두,땡초김밥싱싱왕만두 봉개점,종합분식
교래흑돼지,방목 흑돼지식당,돼지고기구이
자보카까페,,
부가네얼큰이한라점,부가네얼큰이 한라점,불닭
한림도새기,한림도새기,돼지고기구이
종승호,종승호,한식
레이트벗,레이트벗 커피 로스터스,"카페,디저트"
부두식당,부두식당,생선회
라볼페,라볼페,카페
정실곤드레집,정실곤드레집,한식
협재온다정,협재온다정,한식
하노이식당,하노이식당,베트남음식
불타는갈매기아라점,불타는갈매기 아라점,돼지고기구이
다니쉬,다니쉬,베이커리
크라운호프 도남점,크라운호프 도남점,"맥주,호프"
동광지우식당,동광국밥,국밥
태백산제주본점,제주태백산 본점,돼지고기구이
얼큰시원콩나물국밥,얼큰시원콩나물국밥,국밥
이운소나이,이운 소나이국수,국수
동막골삼화점,동막골 삼화점,한식
함덕촐래밥상,함덕촐래밥상,향토음식
애월당백화점,,
원항아리칼국수,원항아리칼국수보쌈,"칼국수,만두"
파리바게트제주신촌점,파리바게뜨 제주신촌점,베이커리
